newId,SP,Region,RCRegion,Province,Residence,Gender,Dis,District,VillageNeighborhood,Lon,Lat,wave,Urbanity,Village,UrbanRuralStatus,UrbanRuralStatus14,DariVillage,Kishstartnumber,Urban,Metro,district_TAF_2015,Name,client
1251433,1433,4. South Western,6. RC S. West,27. Helmand,1. Village,M,339,Nad 'Ali,QARI  KALAY,64.27357,31.70762,25,,,,,,,,,,,ANQAR
1251434,1434,4. South Western,6. RC S. West,27. Helmand,1. Village,F,339,Nad 'Ali,KASHMIRI,64.11832,31.5432,25,,,,,,,,,,,ANQAR
1251435,1435,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,BARAIG JOWI replaced with Alaqa Dari Kajaki,,,25,,,,,,,,,,,ANQAR
1251436,1436,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,MAMON ZAE replaced with Kajaki Ulya,,,25,,,,,,,,,,,ANQAR
1251437,1437,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,WALA KHOR replaced with Kamp Kajaki,,,25,,,,,,,,,,,ANQAR
1251438,1438,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,CHAGI,64.95111,32.2376,25,,,,,,,,,,,ANQAR
1261577,1577,4. South Western,6. RC S. West,27. Helmand,2. Town,M,345,Lashkar Gah town, See Two C-2,64.38126,31.59404,26,,,,,,,,,,,ANQAR
1261578,1578,4. South Western,6. RC S. West,27. Helmand,2. Town,F,345,Lashkar Gah town,Kochnai Kariz,64.377823,31.572539,26,,,,,,,,,,,ANQAR
1261579,1579,4. South Western,6. RC S. West,27. Helmand,2. Town,M,345,Lashkar Gah town,28 Family,,,26,,,,,,,,,,,ANQAR
1261580,1580,4. South Western,6. RC S. West,27. Helmand,2. Town,F,345,Lashkar Gah town,Haji Musa kalai,64.391127,31.593378,26,,,,,,,,,,,ANQAR
1261581,1581,4. South Western,6. RC S. West,27. Helmand,1. Village,M,340,Nahr-e Saraj,TAL GAWMESH,64.77873,31.88407,26,,,,,,,,,,,ANQAR
1261582,1582,4. South Western,6. RC S. West,27. Helmand,1. Village,F,340,Nahr-e Saraj,SHAKH POPAL ZAI,64.65688,31.68434,26,,,,,,,,,,,ANQAR
1261583,1583,4. South Western,6. RC S. West,27. Helmand,1. Village,M,340,Nahr-e Saraj,JAMAL KHAN,64.46148,31.74747,26,,,,,,,,,,,ANQAR
1261584,1584,4. South Western,6. RC S. West,27. Helmand,1. Village,F,340,Nahr-e Saraj,ISAHAQ ZAI,64.73565,31.91135,26,,,,,,,,,,,ANQAR
1261585,1585,4. South Western,6. RC S. West,27. Helmand,1. Village,M,340,Nahr-e Saraj,KAKA KHAIL,64.78826,32.00132,26,,,,,,,,,,,ANQAR
1261586,1586,4. South Western,6. RC S. West,27. Helmand,1. Village,F,340,Nahr-e Saraj,KHUMARI replaced with Malger,,,26,,,,,,,,,,,ANQAR
1261587,1587,4. South Western,6. RC S. West,27. Helmand,1. Village,M,341,Nawah-ye Barakzai,NADIR KHAN,64.17365,31.19432,26,,,,,,,,,,,ANQAR
1261588,1588,4. South Western,6. RC S. West,27. Helmand,1. Village,F,341,Nawah-ye Barakzai,ABDUL HAKIM WA FAYZULLAH,64.30538,31.42832,26,,,,,,,,,,,ANQAR
1261589,1589,4. South Western,6. RC S. West,27. Helmand,1. Village,M,341,Nawah-ye Barakzai,SHALIZAR,64.3169,31.39735,26,,,,,,,,,,,ANQAR
1261590,1590,4. South Western,6. RC S. West,27. Helmand,1. Village,F,341,Nawah-ye Barakzai,GAWHAR GIN SUFLA,64.34819,31.44784,26,,,,,,,,,,,ANQAR
1261591,1591,4. South Western,6. RC S. West,27. Helmand,1. Village,M,341,Nawah-ye Barakzai,WAKIL GHAZI-WAKIL JUMA,64.19331,31.26142,26,,,,,,,,,,,ANQAR
1261592,1592,4. South Western,6. RC S. West,27. Helmand,1. Village,F,341,Nawah-ye Barakzai,SHAR SHARK MOHAMMAD AMIN,64.15729,31.29059,26,,,,,,,,,,,ANQAR
1261593,1593,4. South Western,6. RC S. West,27. Helmand,1. Village,M,341,Nawah-ye Barakzai,JUMA GUL WA LAL MOHAMMAD KHAN,64.28159,31.32219,26,,,,,,,,,,,ANQAR
1261594,1594,4. South Western,6. RC S. West,27. Helmand,1. Village,F,341,Nawah-ye Barakzai,MIR HAMZA,64.29054,31.36935,26,,,,,,,,,,,ANQAR
1261595,1595,4. South Western,6. RC S. West,27. Helmand,1. Village,M,342,Garm Ser,RAHMATULLAH KHAN,63.90118,30.5181,26,,,,,,,,,,,ANQAR
1261596,1596,4. South Western,6. RC S. West,27. Helmand,1. Village,F,342,Garm Ser,HAJI MALIK NAZAR ALI KHAN,64.21711,31.06891,26,,,,,,,,,,,ANQAR
1261597,1597,4. South Western,6. RC S. West,27. Helmand,1. Village,M,342,Garm Ser,NAQELEN ABAS ABAD,64.23252,31.05389,26,,,,,,,,,,,ANQAR
1261598,1598,4. South Western,6. RC S. West,27. Helmand,1. Village,F,342,Garm Ser,KHUDAI NAZAR KHAN BAGAT,63.81415,30.51189,26,,,,,,,,,,,ANQAR
1261599,1599,4. South Western,6. RC S. West,27. Helmand,1. Village,M,342,Garm Ser,HAYATULLAH,64.05322,30.64959,26,,,,,,,,,,,ANQAR
1261600,1600,4. South Western,6. RC S. West,27. Helmand,1. Village,F,342,Garm Ser,HAJI MOHAMMAD AKBAR KHAN,64.19786,31.05657,26,,,,,,,,,,,ANQAR
1261601,1601,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,Intercept interviews,,,26,,,,,,,,,,,ANQAR
1261602,1602,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,Intercept interviews,,,26,,,,,,,,,,,ANQAR
1261603,1603,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,Intercept interviews,,,26,,,,,,,,,,,ANQAR
1261604,1604,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,Intercept interviews,,,26,,,,,,,,,,,ANQAR
1261605,1605,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,Intercept interviews,,,26,,,,,,,,,,,ANQAR
1261606,1606,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,Intercept interviews,,,26,,,,,,,,,,,ANQAR
1261607,1607,4. South Western,6. RC S. West,27. Helmand,1. Village,M,339,Nad 'Ali,CHAH ANJIR JUNOBI,64.31091,31.67425,26,,,,,,,,,,,ANQAR
1261608,1608,4. South Western,6. RC S. West,27. Helmand,1. Village,F,339,Nad 'Ali,MARKAZI NAD ALI,64.23845,31.64215,26,,,,,,,,,,,ANQAR
1261609,1609,4. South Western,6. RC S. West,27. Helmand,1. Village,M,339,Nad 'Ali,BALOCH HA,64.17774,31.55118,26,,,,,,,,,,,ANQAR
1261610,1610,4. South Western,6. RC S. West,27. Helmand,1. Village,F,339,Nad 'Ali,MIR GANJ 25 FATTIH MOHAMMAD,64.39509,31.72724,26,,,,,,,,,,,ANQAR
1261611,1611,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,PAI SANGI,65.06998,32.30241,26,,,,,,,,,,,ANQAR
1261612,1612,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,BAGHELA YA BAGHELA,64.94705,32.91174,26,,,,,,,,,,,ANQAR
1261613,1613,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,WALA KHOR,64.79618,32.68068,26,,,,,,,,,,,ANQAR
1261614,1614,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,ZORWAANGI,64.95111,32.81695,26,,,,,,,,,,,ANQAR
1261615,1615,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,CHAR DAHI WA MAZAR,65.16487,32.34486,26,,,,,,,,,,,ANQAR
1261616,1616,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,BAZAR KAJAKI,65.10054,32.32679,26,,,,,,,,,,,ANQAR
1261617,1617,4. South Western,6. RC S. West,27. Helmand,1. Village,M,345,Lashkar Gah,MIR YOUNUS,64.4158,31.63059,26,,,,,,,,,,,ANQAR
1261618,1618,4. South Western,6. RC S. West,27. Helmand,1. Village,F,345,Lashkar Gah,KHALIFA ANWAR,64.4035,31.69609,26,,,,,,,,,,,ANQAR
1261619,1619,4. South Western,6. RC S. West,27. Helmand,1. Village,M,345,Lashkar Gah,BIST HULYA,64.35658,31.48473,26,,,,,,,,,,,ANQAR
1261620,1620,4. South Western,6. RC S. West,27. Helmand,1. Village,F,345,Lashkar Gah,KURONDIH LASHKAR BAZARI SHARQI WA GHARBI,64.46216,31.58468,26,,,,,,,,,,,ANQAR
1261621,1621,4. South Western,6. RC S. West,27. Helmand,1. Village,M,346,Sangin,ZAHFARAN replaced with Kishta Mulazai,,,26,,,,,,,,,,,ANQAR
1261622,1622,4. South Western,6. RC S. West,27. Helmand,1. Village,M,346,Sangin,PANI ZAI,64.97112,32.18774,26,,,,,,,,,,,ANQAR
1261623,1623,4. South Western,6. RC S. West,27. Helmand,1. Village,M,346,Sangin,RAIGI ,64.90024,32.11735,26,,,,,,,,,,,ANQAR
1261624,1624,4. South Western,6. RC S. West,27. Helmand,1. Village,M,346,Sangin,ZAR DAIGE replaced with SAR GHAR GAY,64.87332,32.08863,26,,,,,,,,,,,ANQAR
1261625,1625,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Musa Qal'ah,SARKIYAN YA MASHHAD YAN,64.80934,32.24526,26,,,,,,,,,,,ANQAR
1261626,1626,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Musa Qal'ah,KANDAR,64.80922,32.26464,26,,,,,,,,,,,ANQAR
1261627,1627,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Musa Qal'ah,SHARAGA,64.79242,32.23262,26,,,,,,,,,,,ANQAR
1261628,1628,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Musa Qal'ah,GURDI ZANGAL,64.74902,32.56739,26,,,,,,,,,,,ANQAR
1261629,1629,4. South Western,6. RC S. West,27. Helmand,1. Village,M,340,Now Zad replaced with Nahr-e Saraj,JABIR ABAD replaced with Maden Zai,,,26,,,,,,,,,,,ANQAR
1261630,1630,4. South Western,6. RC S. West,27. Helmand,1. Village,F,341,Now Zad replaced with Nawah-ye Barakzai,SHOR SHARAK LANDI  WIYALA,64.19128,31.2794,26,,,,,,,,,,,ANQAR
1261631,1631,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Now Zad replaced with Baghran,Intercept interviews,,,26,,,,,,,,,,,ANQAR
1261632,1632,4. South Western,6. RC S. West,27. Helmand,1. Village,F,417,Marja,ABDUL MANAF KALAY,64.02508,31.42684,26,,,,,,,,,,,ANQAR
1261633,1633,4. South Western,6. RC S. West,27. Helmand,1. Village,M,417,Marja,GHULAM MOHAMMAD WA ALLAH NAZAR,64.07944,31.53234,26,,,,,,,,,,,ANQAR
1261634,1634,4. South Western,6. RC S. West,27. Helmand,1. Village,F,342,Reg-e Khan Neshin replaced with Garm Ser,HAJI JAMAL ZAI WA HAJI WALAD,64.1082,30.76013,26,,,,,,,,,,,ANQAR
1261635,1635,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Reg-e Khan Neshin replaced with Kajaki,KAJAKI SUFLA,65.05234,32.27642,26,,,,,,,,,,,ANQAR
1261636,1636,4. South Western,6. RC S. West,27. Helmand,1. Village,F,339,Dishu replaced with Nad 'Ali,WAKIL KHUDAI NAZAR,64.18,31.58895,26,,,,,,,,,,,ANQAR
1261637,1637,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Dishu replaced with Musa Qal'ah,DAHI SOFIYAN,64.78802,32.2822,26,,,,,,,,,,,ANQAR
1261638,1638,4. South Western,6. RC S. West,27. Helmand,1. Village,F,345,Washer replaced with Lashkar Gah,KHAIRULAH KALAY,64.34668,31.52663,26,,,,,,,,,,,ANQAR
1261639,1639,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Washer replaced with Musa Qal'ah,HAJI QOULY,64.80783,32.1703,26,,,,,,,,,,,ANQAR
22013678,678,4. South Western,,27. Helmand,2. Town,M,,Lashkar Gah town,Dowahama Chehel Metera,,,2013,,,,,,,,,,,TAF
22013679,679,4. South Western,,27. Helmand,2. Town,F,,Lashkar Gah town,Safyan,,,2013,,,,,,,,,,,TAF
22013680,680,4. South Western,,27. Helmand,2. Town,M,,Lashkar Gah town,Nawi Safyan,,,2013,,,,,,,,,,,TAF
22013681,681,4. South Western,,27. Helmand,2. Town,F,,Lashkar Gah town,Ahmad Shahi Mina,,,2013,,,,,,,,,,,TAF
22013682,682,4. South Western,,27. Helmand,1. Rural,M,,Nahr-i-Saraj,MOHAMMAD ABAD,64.39009,32.03623,2013,,,,,,,,,,,TAF
22013683,683,4. South Western,,27. Helmand,1. Rural,F,,Nahr-i-Saraj,KARAIZ HA,64.80387,32.03237,2013,,,,,,,,,,,TAF
22013684,684,4. South Western,,27. Helmand,1. Rural,M,,Nahr-i-Saraj,KARAIZ KHALIFA,64.75614,32.00306,2013,,,,,,,,,,,TAF
22013685,685,4. South Western,,27. Helmand,1. Rural,F,,Nahr-i-Saraj,HAJI KAMAL,64.80095,31.9975,2013,,,,,,,,,,,TAF
22013686,686,4. South Western,,27. Helmand,1. Rural,M,,Nahr-i-Saraj,TOORMA replaced with Aab Bazan,,,2013,,,,,,,,,,,TAF
22013687,687,4. South Western,,27. Helmand,1. Rural,F,,Nahr-i-Saraj,SAR TAKHT,64.76786,31.97457,2013,,,,,,,,,,,TAF
22013688,688,4. South Western,,27. Helmand,1. Rural,M,,Nahr-i-Saraj,KUNJAK,64.7818,31.94958,2013,,,,,,,,,,,TAF
22013689,689,4. South Western,,27. Helmand,1. Rural,F,,Nahr-i-Saraj,PAYEN GAW,64.75388,31.94736,2013,,,,,,,,,,,TAF
22013690,690,4. South Western,,27. Helmand,1. Rural,M,,Nawa-i-Barukzai,SAYYID ABAD,64.32774000000001,31.50203,2013,,,,,,,,,,,TAF
22013691,691,4. South Western,,27. Helmand,1. Rural,F,,Nawa-i-Barukzai,WAKIL MANAN,64.19587,31.42237,2013,,,,,,,,,,,TAF
22013692,692,4. South Western,,27. Helmand,1. Rural,M,,Nawa-i-Barukzai,GHULAM HAIDAR,64.32722,31.47927,2013,,,,,,,,,,,TAF
22013693,693,4. South Western,,27. Helmand,1. Rural,F,,Nawa-i-Barukzai,GAWHAR GIN HULYA,64.32496,31.4567,2013,,,,,,,,,,,TAF
22013694,694,4. South Western,,27. Helmand,1. Rural,M,,Nawa-i-Barukzai,PAY KALAY NIGAHRIN,64.36557999999999,31.42811,2013,,,,,,,,,,,TAF
22013695,695,4. South Western,,27. Helmand,1. Rural,F,,Nawa-i-Barukzai,HAJI JAMAL,64.30737000000001,31.44028,2013,,,,,,,,,,,TAF
22013696,696,4. South Western,,27. Helmand,1. Rural,M,,Nawa-i-Barukzai,MALANG,64.32877000000001,31.41928,2013,,,,,,,,,,,TAF
22013697,697,4. South Western,,27. Helmand,1. Rural,F,,Nawa-i-Barukzai,ZAHIR JAN WA MALIK JAN,64.32646,31.41334,2013,,,,,,,,,,,TAF
22013698,698,4. South Western,,27. Helmand,1. Rural,M,,Garm Ser,JANGALI HAJI SHARAFUDDIN,64.16367,31.12674,2013,,,,,,,,,,,TAF
22013699,699,4. South Western,,27. Helmand,1. Rural,F,,Garm Ser,KHARI  MOHAMMAD LAHL,,,2013,,,,,,,,,,,TAF
22013700,700,4. South Western,,27. Helmand,1. Rural,M,,Garm Ser,SHARAFULDIN,64.19044,31.09396,2013,,,,,,,,,,,TAF
22013701,701,4. South Western,,27. Helmand,1. Rural,F,,Garm Ser,MOHAMMDA OSMAN KHAN KALAY,64.2071,31.13471,2013,,,,,,,,,,,TAF
22013702,702,4. South Western,,27. Helmand,1. Rural,M,,Garm Ser,HAJI BAHLOL KALAY,64.2328,31.11088,2013,,,,,,,,,,,TAF
22013703,703,4. South Western,,27. Helmand,1. Rural,F,,Garm Ser,WAKIL BABARI,64.24005,31.09857,2013,,,,,,,,,,,TAF
22013704,704,4. South Western,,27. Helmand,1. Rural,M,,Garm Ser,ESMAHEL SAYID MIR WA  QASIM,64.22736999999999,31.07049,2013,,,,,,,,,,,TAF
22013705,705,4. South Western,,27. Helmand,1. Rural,F,,Garm Ser,HAJI WAZER,64.20403,31.07662,2013,,,,,,,,,,,TAF
22013706,706,4. South Western,,27. Helmand,1. Rural,M,,Baghran,,,,2013,,,,,,,,,,,TAF
22013707,707,4. South Western,,27. Helmand,1. Rural,M,,Baghran,,,,2013,,,,,,,,,,,TAF
22013708,708,4. South Western,,27. Helmand,1. Rural,M,,Baghran,,,,2013,,,,,,,,,,,TAF
22013709,709,4. South Western,,27. Helmand,1. Rural,M,,Baghran,,,,2013,,,,,,,,,,,TAF
22013710,710,4. South Western,,27. Helmand,1. Rural,M,,Baghran,,,,2013,,,,,,,,,,,TAF
22013711,711,4. South Western,,27. Helmand,1. Rural,M,,Baghran,,,,2013,,,,,,,,,,,TAF
22013712,712,4. South Western,,27. Helmand,1. Rural,M,,Nad Ali,LOWYY MANDA SULTAN MOHAMMAD KALAY,64.34988,31.75814,2013,,,,,,,,,,,TAF
22013713,713,4. South Western,,27. Helmand,1. Rural,F,,Nad Ali,MIR GANJ 25 FATTIH MOHAMMAD,64.39509,31.72724,2013,,,,,,,,,,,TAF
22013714,714,4. South Western,,27. Helmand,1. Rural,M,,Nad Ali,WAKIL SHER MOHAMMAD KALAY,64.35164,31.71536,2013,,,,,,,,,,,TAF
22013715,715,4. South Western,,27. Helmand,1. Rural,F,,Nad Ali,LOWY MANDA GHARBI HAZRAT M. KALAY,64.32796999999999,31.73869,2013,,,,,,,,,,,TAF
22013716,716,4. South Western,,27. Helmand,1. Rural,M,,Nad Ali,QARI  KALAY,64.27357000000001,31.70762,2013,,,,,,,,,,,TAF
22013717,717,4. South Western,,27. Helmand,1. Rural,F,,Nad Ali,HAJI ALO GUL KALAY,64.31867,31.69494,2013,,,,,,,,,,,TAF
22013718,718,4. South Western,,27. Helmand,1. Rural,M,,Kajaki,KHOWJA ANGAL,64.84379,32.9286,2013,,,,,,,,,,,TAF
22013719,719,4. South Western,,27. Helmand,1. Rural,M,,Kajaki,KUSHTA WAZHDAN,64.85822,32.85402,2013,,,,,,,,,,,TAF
22013720,720,4. South Western,,27. Helmand,1. Rural,M,,Kajaki,ASHTUR WAR,64.95226,32.8941,2013,,,,,,,,,,,TAF
22013721,721,4. South Western,,27. Helmand,1. Rural,M,,Kajaki,ANARAK,64.90468,32.75969,2013,,,,,,,,,,,TAF
22013722,722,4. South Western,,27. Helmand,1. Rural,M,,Kajaki,SHAIRI,65.13478000000001,32.64669,2013,,,,,,,,,,,TAF
22013723,723,4. South Western,,27. Helmand,1. Rural,M,,Kajaki,LAB JOWI,65.13357000000001,32.42485,2013,,,,,,,,,,,TAF
22013724,724,4. South Western,,27. Helmand,1. Rural,M,,Lashkar Gah rural,LALA GUL,64.4169,31.73811,2013,,,,,,,,,,,TAF
22013725,725,4. South Western,,27. Helmand,1. Rural,F,,Lashkar Gah rural,M. HASHIM KHAN WA WAZIR KHAN KALAY,64.39384,31.70933,2013,,,,,,,,,,,TAF
22013726,726,4. South Western,,27. Helmand,1. Rural,M,,Lashkar Gah rural,ABDUL WODOD,64.42755,31.72128,2013,,,,,,,,,,,TAF
22013727,727,4. South Western,,27. Helmand,1. Rural,F,,Lashkar Gah rural,ABDUL KARIM  KHAN,64.41049,31.69924,2013,,,,,,,,,,,TAF
22013728,728,4. South Western,,27. Helmand,1. Rural,M,,Sangin,CHAR DIH replaced with Sangin Lora,,,2013,,,,,,,,,,,TAF
22013729,729,4. South Western,,27. Helmand,1. Rural,M,,Sangin,PANI ZAI replaced with Koz Mullah Zai Ya Naso Zai,,,2013,,,,,,,,,,,TAF
22013730,730,4. South Western,,27. Helmand,1. Rural,M,,Sangin,NAIM SHAIR,64.92047,32.14425,2013,,,,,,,,,,,TAF
22013731,731,4. South Western,,27. Helmand,1. Rural,M,,Sangin,GURA WA CHAK,64.92435999999999,32.12967,2013,,,,,,,,,,,TAF
22013732,732,4. South Western,,27. Helmand,1. Rural,M,,Musa Qalah,SOFIYAN,64.76516,32.61814,2013,,,,,,,,,,,TAF
22013733,733,4. South Western,,27. Helmand,1. Rural,M,,Musa Qalah,GHALJAE,64.74267,32.55675,2013,,,,,,,,,,,TAF
22013734,734,4. South Western,,27. Helmand,1. Rural,M,,Musa Qalah,KAS ASHRAF,64.73771000000001,32.48711,2013,,,,,,,,,,,TAF
22013735,735,4. South Western,,27. Helmand,1. Rural,M,,Musa Qalah,KHATGAY,64.83671,32.40908,2013,,,,,,,,,,,TAF
22013736,736,4. South Western,,27. Helmand,1. Rural,M,,Musa Qalah,GULAB KARAIZ,64.72448,32.3641,2013,,,,,,,,,,,TAF
22013737,737,4. South Western,,27. Helmand,1. Rural,M,,Nawzad,SAR AKHTAK,64.73974,32.93115,2013,,,,,,,,,,,TAF
22013738,738,4. South Western,,27. Helmand,1. Rural,M,,Nawzad,QADAM GAH,64.58162,32.86316,2013,,,,,,,,,,,TAF
22013739,739,4. South Western,,27. Helmand,1. Rural,M,,Nawzad,AMAN RABAT,64.69637,32.86416,2013,,,,,,,,,,,TAF
22013740,740,4. South Western,,27. Helmand,1. Rural,M,,Nawzad,GURGAN,64.71011,32.76263,2013,,,,,,,,,,,TAF
22013741,741,4. South Western,,27. Helmand,1. Rural,F,,Marjah,MARJA BLOCK C-5,64.06350000000001,31.49111,2013,,,,,,,,,,,TAF
22013742,742,4. South Western,,27. Helmand,1. Rural,M,,Marjah,MARJA BLOCK A-7,64.04559999999999,31.44294,2013,,,,,,,,,,,TAF
22013743,743,4. South Western,,27. Helmand,1. Rural,M,,Reg-i-Khan Nishin,,,,2013,,,,,,,,,,,TAF
22013744,744,4. South Western,,27. Helmand,1. Rural,M,,Reg-i-Khan Nishin,,,,2013,,,,,,,,,,,TAF
22013745,745,4. South Western,,27. Helmand,1. Rural,M,,Dishu,,,,2013,,,,,,,,,,,TAF
22013746,746,4. South Western,,27. Helmand,1. Rural,M,,Dishu,,,,2013,,,,,,,,,,,TAF
22014639,639,4. South Western,,27. Helmand,,female,,Lashkar Gah,,64.35379,31.57356,2014,,Qala Kohna,2. Urban,,???? ????,9,,,,,TAF
22014640,640,4. South Western,,27. Helmand,,male,,Lashkar Gah,,,,2014,,Mahlimino Numri,2. Urban,,??????? ????,5,,,,,TAF
22014641,641,4. South Western,,27. Helmand,,female,,Nahr-i-saraj,,,,2014,,Ab Bazan,2. Urban,,,1,,,,,TAF
22014642,642,4. South Western,,27. Helmand,,male,,Nahr-i-saraj,,,,2014,,Dehmazang,2. Urban,,,7,,,,,TAF
22014643,643,4. South Western,,27. Helmand,,female,,Lashkar Gah,,,,2014,,SHER BANDI replaced with Kariz Aji Abdul Wahid,1. Rural,,??? ????,3,,,,,TAF
22014644,644,4. South Western,,27. Helmand,,male,,Lashkar Gah,,64.36858,31.51385,2014,,HAJI NAZAR MOHAMMAD KARAIZ,1. Rural,,???? ??? ???? ?????,9,,,,,TAF
22014645,645,4. South Western,,27. Helmand,,female,,Nahr-i-saraj,,64.59753,31.82656,2014,,QALA GAZ replaced with ALLAH GUL,1. Rural,,???? ??,5,,,,,TAF
22014646,646,4. South Western,,27. Helmand,,female,,Nahr-i-saraj,,64.60874,31.80488,2014,,DAGIYAN,1. Rural,,??????,1,,,,,TAF
22014647,647,4. South Western,,27. Helmand,,female,,Nahr-i-saraj,,64.58963,31.82726,2014,,BAND BARQ,1. Rural,,??? ???,7,,,,,TAF
22014648,648,4. South Western,,27. Helmand,,female,,Nahr-i-saraj,,64.5508,31.79952,2014,,CHARKH ANDAZ,1. Rural,,??? ?????,3,,,,,TAF
22014649,649,4. South Western,,27. Helmand,,female,,Nahr-i-saraj,,64.57769,31.85635,2014,,BARWAN replaced with NOW ABAD HJIYAN,1. Rural,,?????,9,,,,,TAF
22014650,650,4. South Western,,27. Helmand,,female,,Nahr-i-saraj,,64.5783,31.83791,2014,,KHARABA replaced with HAJIYAN,1. Rural,,?????,5,,,,,TAF
22014651,651,4. South Western,,27. Helmand,,female,,Nahr-i-saraj,,,,2014,,HAJI ABDUL MANAN KALAY replaced with Mager,1. Rural,,???? ????????? ???,1,,,,,TAF
22014652,652,4. South Western,,27. Helmand,,female,,Nahr-i-saraj,,,,2014,,DAR BAND SAR replaced with Nik Zai,1. Rural,,????? ??,7,,,,,TAF
22014653,653,4. South Western,,27. Helmand,,female,,Nahr-i-saraj,,,,2014,,ADIN ZAI replaced with Negar Shah,1. Rural,,???? ??,3,,,,,TAF
22014654,654,4. South Western,,27. Helmand,,female,,Nahr-i-saraj,,64.5071,31.77172,2014,,SAR KALA replaced with SHORA GAZ,1. Rural,,??? ???,9,,,,,TAF
22014655,655,4. South Western,,27. Helmand,,male,,Nahr-i-saraj,,64.47472,31.74492,2014,,PAYYAN QALA,1. Rural,,????? ????,5,,,,,TAF
22014656,656,4. South Western,,27. Helmand,,male,,Nahr-i-saraj,,64.46148,31.74747,2014,,JAMAL KHAN,1. Rural,,???? ???,1,,,,,TAF
22014657,657,4. South Western,,27. Helmand,,male,,Baghran,,,,2014,,Intercept Interviews,1. Rural,,,,,,,,TAF
22014658,658,4. South Western,,27. Helmand,,male,,Baghran,,,,2014,,Intercept Interviews,1. Rural,,,,,,,,TAF
22014659,659,4. South Western,,27. Helmand,,male,,Baghran,,,,2014,,Intercept Interviews,1. Rural,,,,,,,,TAF
22014660,660,4. South Western,,27. Helmand,,male,,Dishu,,,,2014,,Intercept Interviews,1. Rural,,,,,,,,TAF
22014661,661,4. South Western,,27. Helmand,,female,,Garm Ser,,64.17074,31.06293,2014,,TOR ZAHIR KHAN KALAY replaced with HAJI AQBAL,1. Rural,,??? ???? ??? ???,1,,,,,TAF
22014662,662,4. South Western,,27. Helmand,,female,,Garm Ser,,64.14059,30.86336,2014,,LAKARI,1. Rural,,????,7,,,,,TAF
22014663,663,4. South Western,,27. Helmand,,female,,Garm Ser,,64.13159,30.96106,2014,,WAKIL KHAN GUL WA ATA MOHAMMAD,1. Rural,,???? ??? ?? ? ??? ????,3,,,,,TAF
22014664,664,4. South Western,,27. Helmand,,male,,Garm Ser,,64.09278,30.71143,2014,,HAJI KHAN MOHAMMAD replaced with SULTAN MOHAMMAD KHAN,1. Rural,,???? ??? ????,9,,,,,TAF
22014665,665,4. South Western,,27. Helmand,,male,,Garm Ser,,64.11744,30.81857,2014,,NAQELENI SOKHTA,1. Rural,,?????? ?????,5,,,,,TAF
22014666,666,4. South Western,,27. Helmand,,male,,Garm Ser,,63.97853,30.54585,2014,,NAQELEN MIR HAMZA AGHA,1. Rural,,?????? ??? ???? ???,1,,,,,TAF
22014667,667,4. South Western,,27. Helmand,,male,,Kajaki,,,,2014,,Intercept Interviews,1. Rural,,,,,,,,TAF
22014668,668,4. South Western,,27. Helmand,,male,,Kajaki,,,,2014,,Intercept Interviews,1. Rural,,,,,,,,TAF
22014669,669,4. South Western,,27. Helmand,,male,,Kajaki,,,,2014,,Intercept Interviews,1. Rural,,,,,,,,TAF
22014670,670,4. South Western,,27. Helmand,,female,,Lashkar Gah,,64.3284,31.65272,2014,,KURONDIH LASHKAR BAZARI SHARQI WA GHARBI replaced with BAHLOL,1. Rural,,?????? ???? ????? ???? ? ????,5,,,,,TAF
22014671,671,4. South Western,,27. Helmand,,male,,Lashkar Gah,,64.38807,31.63493,2014,,GHULAM HAYDAR,1. Rural,,???? ????,1,,,,,TAF
